# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
    2966.300      100.300     1121.363     1456.465
    2968.312       99.500     1121.613     1456.715
    2970.324      100.100     1121.863     1456.965
    2972.343      100.000     1122.113     1457.215
    2974.352       99.900     1122.363     1457.465
    2976.364      100.100     1122.863     1457.965
    2978.372      100.100     1123.113     1458.215
    2980.380      100.100     1123.363     1458.465
    2982.400       99.800     1123.613     1458.715
    2984.414      100.100     1123.863     1458.965
    2986.423       99.800     1124.113     1459.215
    2988.436      100.400     1124.363     1459.465
    2990.448       99.800     1124.613     1459.715
    2992.472       99.500     1124.863     1459.965
    2994.483       99.800     1125.113     1460.215
    2996.496      100.000     1125.613     1460.715
    2998.507       99.400     1125.863     1460.965
    3000.519       99.000     1126.113     1461.215
    3002.528       99.100     1126.363     1461.465
    3004.536       99.600     1126.863     1461.965
    3006.544       99.000     1127.113     1462.215
    3008.556       99.400     1127.363     1462.465
    3010.568      100.000     1127.613     1462.715
    3012.579       99.900     1127.863     1462.965
    3014.588      100.000     1128.363     1463.465
    3016.600       99.800     1128.613     1463.715
    3018.615      100.000     1128.863     1463.965
    3020.624      100.000     1129.113     1464.215
    3022.632       99.800     1129.363     1464.465
    3024.648      100.300     1129.613     1464.715
    3026.663      100.000     1129.863     1464.965
    3028.672       99.900     1130.363     1465.465
    3030.695      100.000     1130.613     1465.715
    3032.704      100.000     1130.863     1465.965
    3034.712      100.000     1131.363     1466.465
    3036.723      100.000     1131.613     1466.715
    3038.732      100.000     1131.863     1466.965
    3040.743       99.500     1132.363     1467.465
    3042.752       99.700     1132.613     1467.715
    3044.768      100.000     1133.113     1468.215
    3046.776       99.600     1133.363     1468.465
    3048.784       99.600     1133.863     1468.965
    3050.792       99.100     1134.113     1469.215
    3052.801       99.500     1134.363     1469.465
    3054.812       99.500     1134.863     1469.965
    3056.822       99.500     1135.113     1470.215
    3058.832       99.300     1135.613     1470.715
    3060.847       99.000     1135.863     1470.965
    3062.856       99.500     1136.113     1471.215
    3064.867       99.800     1136.613     1471.715
    3066.880       99.100     1136.863     1471.965
    3068.888       99.100     1137.113     1472.215
    3070.896       99.100     1137.613     1472.715
    3072.904      100.100     1137.863     1472.965
    3074.912       99.300     1138.363     1473.465
    3076.928       99.000     1138.613     1473.715
    3078.936       99.600     1138.863     1473.965
    3080.944       99.100     1139.113     1474.215
    3082.952       99.100     1139.613     1474.715
    3084.962       99.500     1139.863     1474.965
    3086.972      100.000     1140.363     1475.465
    3088.980      100.100     1140.613     1475.715
    3090.988       99.600     1141.113     1476.215
    3092.996      100.100     1141.363     1476.465
    3095.004      100.100     1141.613     1476.715
    3097.012      100.100     1142.113     1477.215
    3099.020      100.000     1142.363     1477.465
    3101.031       99.500     1142.613     1477.715
    3103.040      100.100     1143.113     1478.215
    3105.048      100.100     1143.363     1478.465
    3107.059      100.000     1143.613     1478.715
    3109.068      100.100     1144.113     1479.215
    3111.076      100.000     1144.363     1479.465
    3113.087       99.900     1144.613     1479.715
    3115.098      100.100     1144.863     1479.965
    3117.108      100.000     1145.363     1480.465
    3119.116       99.600     1145.613     1480.715
    3121.124      100.100     1145.863     1480.965
    3123.135       99.800     1146.113     1481.215
    3125.148      100.000     1146.363     1481.465
    3127.156      100.100     1146.613     1481.715
    3129.164       99.600     1147.113     1482.215
    3131.172      100.000     1147.363     1482.465
    3133.183      100.000     1147.613     1482.715
    3135.192      100.500     1148.113     1483.215
    3137.201       99.600     1148.363     1483.465
    3139.212      100.000     1148.863     1483.965
    3141.220      100.000     1149.113     1484.215
    3143.231       99.900     1149.363     1484.465
    3145.243       99.300     1149.613     1484.715
    3147.264      100.600     1149.863     1484.965
    3149.273      100.000     1150.363     1485.465
    3151.284       99.600     1150.613     1485.715
    3153.303      100.400     1150.863     1485.965
    3155.315      100.000     1151.363     1486.465
    3157.335      100.400     1151.613     1486.715
    3159.347       99.500     1151.863     1486.965
    3161.356      100.100     1152.363     1487.465
    3163.364       99.600     1152.613     1487.715
    3165.372      100.600     1152.863     1487.965
    3167.382      100.000     1153.363     1488.465
    3169.391       99.500     1153.613     1488.715
    3171.400       99.900     1154.113     1489.215
    3173.412      100.000     1154.363     1489.465
    3175.420      100.100     1154.613     1489.715
    3177.430      100.400     1155.113     1490.215
    3179.440       99.500     1155.363     1490.465
    3181.451      100.400     1155.863     1490.965
    3183.464       99.700     1155.863     1490.965
    3185.480      100.000     1156.363     1491.465
    3187.488      100.100     1156.613     1491.715
    3189.496      100.000     1156.863     1491.965
    3191.508       99.800     1157.113     1492.215
    3193.520      100.000     1157.613     1492.715
    3195.532      100.000     1157.863     1492.965
    3197.543       97.000     1158.113     1493.215
    3199.564       99.500     1158.363     1493.465
    3201.572      100.000     1158.613     1493.715
    3203.584      100.000     1158.863     1493.965
    3205.604       99.200     1159.113     1494.215
    3207.620      100.000     1159.113     1494.215
    3209.639       99.500     1159.363     1494.465
    3211.648      100.000     1159.613     1494.715
    3213.660       99.000     1159.863     1494.965
    3215.668       99.600     1160.363     1495.465
    3217.676       99.100     1160.613     1495.715
    3219.684       99.600     1160.863     1495.965
    3221.692       99.100     1161.363     1496.465
    3223.700       99.600     1161.613     1496.715
    3225.708       99.100     1162.113     1497.215
    3227.716       99.100     1162.363     1497.465
    3229.724       99.500     1162.863     1497.965
    3231.736       99.500     1163.113     1498.215
    3233.744       99.100     1163.363     1498.465
    3235.752      100.000     1163.613     1498.715
    3237.762      100.000     1163.863     1498.965
    3239.772      100.000     1164.363     1499.465
    3241.783       99.800     1164.363     1499.465
    3243.796      100.000     1164.613     1499.715
    3245.807      100.000     1165.113     1500.215
    3247.816      100.000     1165.363     1500.465
    3249.824       99.600     1165.613     1500.715
    3251.832      100.100     1165.863     1500.965
    3253.843      100.000     1166.363     1501.465
    3255.852       99.000     1166.363     1501.465
    3257.864       99.400     1166.863     1501.965
    3259.876       99.500     1167.113     1502.215
    3261.884       99.500     1167.363     1502.465
    3263.895      100.600     1167.863     1502.965
    3265.905       99.500     1168.113     1503.215
    3267.914      100.000     1168.613     1503.715
    3269.924      100.200     1168.863     1503.965
    3271.941      100.000     1169.113     1504.215
    3273.959      100.100     1169.613     1504.715
    3275.969       99.500     1169.863     1504.965
    3277.979      100.000     1170.363     1505.465
    3279.988      100.000     1170.613     1505.715
    3281.999      100.500     1170.863     1505.965
    3284.009      100.000     1171.363     1506.465
    3286.020      100.000     1171.613     1506.715
    3288.030      100.000     1172.113     1507.215
    3290.039       99.500     1172.363     1507.465
    3292.048      100.000     1172.863     1507.965
    3294.056      100.600     1173.113     1508.215
    3296.064       99.600     1173.363     1508.465
    3298.072      100.100     1173.863     1508.965
    3300.080       99.800     1174.113     1509.215
    3302.096       99.500     1174.363     1509.465
    3304.107      100.000     1174.613     1509.715
    3306.116      100.000     1174.863     1509.965
    3308.127      100.000     1175.113     1510.215
    3310.137      100.000     1175.613     1510.715
    3312.156      100.000     1175.863     1510.965
    3314.167       99.500     1175.863     1510.965
    3316.176      100.000     1176.363     1511.465
    3318.185      100.100     1176.613     1511.715
    3320.195      100.000     1176.863     1511.965
    3322.204      100.100     1177.363     1512.465
    3324.213      100.000     1177.613     1512.715
    3326.223      100.000     1177.863     1512.965
    3328.232       99.800     1178.363     1513.465
    3330.244       99.400     1178.613     1513.715
    3332.256      100.500     1178.863     1513.965
    3334.268      100.000     1179.113     1514.215
    3336.279      100.000     1179.613     1514.715
    3338.288       99.900     1179.863     1514.965
    3340.303      100.000     1180.113     1515.215
    3342.312       99.700     1180.613     1515.715
    3344.328      100.000     1180.863     1515.965
    3346.336      100.100     1181.113     1516.215
    3348.344      100.100     1181.363     1516.465
    3350.352      100.100     1181.863     1516.965
    3352.360       99.600     1182.113     1517.215
    3354.370      100.000     1182.363     1517.465
    3356.380      100.000     1182.863     1517.965
    3358.391      100.500     1183.113     1518.215
    3360.400       99.500     1183.363     1518.465
    3362.411      100.500     1183.863     1518.965
    3364.420       99.600     1184.113     1519.215
    3366.428      100.000     1184.363     1519.465
    3368.440       99.900     1184.863     1519.965
    3370.452       99.900     1185.113     1520.215
    3372.464      100.400     1185.363     1520.465
    3374.476       99.900     1185.863     1520.965
    3376.488       99.800     1186.113     1521.215
    3378.500       99.400     1186.363     1521.465
    3380.512       99.900     1186.613     1521.715
    3382.524      100.500     1186.863     1521.965
    3384.532       99.600     1187.363     1522.465
    3386.540      100.500     1187.613     1522.715
    3388.552       99.500     1187.863     1522.965
    3390.560       99.600     1188.363     1523.465
    3392.568      100.100     1188.613     1523.715
    3394.579       99.900     1189.113     1524.215
    3396.591       99.000     1189.363     1524.465
    3398.600      100.000     1189.613     1524.715
    3400.610      100.500     1189.863     1524.965
    3402.620      100.000     1190.113     1525.215
    3404.628       99.600     1190.613     1525.715
    3406.636      100.000     1190.863     1525.965
    3408.648      100.500     1191.113     1526.215
    3410.656       99.600     1191.613     1526.715
    3412.666      100.000     1191.863     1526.965
    3414.676       99.900     1192.113     1527.215
    3416.688      100.000     1192.613     1527.715
    3418.699      100.200     1192.863     1527.965
    3420.715       99.500     1193.363     1528.465
    3422.724      100.000     1193.613     1528.715
    3424.732      100.600     1194.113     1529.215
    3426.743       99.500     1194.363     1529.465
    3428.753      100.000     1194.613     1529.715
    3430.764      100.500     1195.113     1530.215
    3432.774       99.500     1195.363     1530.465
    3434.784      100.000     1195.863     1530.965
    3436.792      100.100     1196.113     1531.215
    3438.801      100.500     1196.363     1531.465
    3440.812       99.500     1196.863     1531.965
    3442.820      100.100     1197.113     1532.215
    3444.830      100.000     1197.613     1532.715
    3446.840       99.500     1197.863     1532.965
    3448.850      100.500     1198.363     1533.465
    3450.859      100.000     1198.613     1533.715
    3452.868      100.000     1198.863     1533.965
    3454.876       99.600     1199.363     1534.465
    3456.884      100.100     1199.613     1534.715
    3458.892      100.100     1199.863     1534.965
    3460.900       99.600     1200.363     1535.465
    3462.909      100.500     1200.613     1535.715
    3464.919       99.500     1201.113     1536.215
    3466.928      100.700     1201.363     1536.465
    3468.944      100.100     1201.613     1536.715
    3470.955       99.600     1201.863     1536.965
    3472.972      100.000     1202.113     1537.215
    3474.980       99.500     1202.613     1537.715
    3476.992       98.900     1202.863     1537.965
    3479.004       99.500     1203.113     1538.215
    3481.012      100.500     1203.363     1538.465
    3483.023       99.500     1203.863     1538.965
    3485.033      100.000     1204.113     1539.215
    3487.043      100.000     1204.613     1539.715
    3489.052      100.000     1204.863     1539.965
    3491.062      100.000     1205.363     1540.465
    3493.072      100.000     1205.613     1540.715
    3495.083      100.000     1205.863     1540.965
    3497.092      100.200     1206.113     1541.215
    3499.108       99.500     1206.613     1541.715
    3501.116      100.000     1206.863     1541.965
    3503.126      100.100     1207.113     1542.215
    3505.136      100.000     1207.613     1542.715
    3507.144       99.900     1207.863     1542.965
    3509.159      100.000     1208.113     1543.215
    3511.168      100.000     1208.363     1543.465
    3513.179       99.900     1208.863     1543.965
    3515.188       99.500     1209.113     1544.215
    3517.199      100.400     1209.363     1544.465
    3519.211       99.900     1209.613     1544.715
    3521.224       99.000     1210.113     1545.215
    3523.232       99.600     1210.363     1545.465
    3525.240      100.100     1210.863     1545.965
    3527.248      100.100     1211.113     1546.215
    3529.256       99.600     1211.363     1546.465
    3531.264      100.100     1211.863     1546.965
    3533.272      100.100     1212.113     1547.215
    3535.280      100.100     1212.613     1547.715
    3537.288      100.000     1212.863     1547.965
    3539.299       99.500     1213.363     1548.465
    3541.308      100.600     1213.613     1548.715
    3543.319      100.000     1213.863     1548.965
    3545.328       99.900     1214.113     1549.215
    3547.340       99.600     1214.363     1549.465
    3549.348      100.600     1214.863     1549.965
    3551.356       99.600     1215.113     1550.215
    3553.364      100.100     1215.613     1550.715
    3555.374      100.000     1215.863     1550.965
    3557.384      100.000     1216.363     1551.465
    3559.392      100.100     1216.613     1551.715
    3561.402       99.500     1216.863     1551.965
    3563.412      100.500     1217.363     1552.465
    3565.420       99.600     1217.613     1552.715
    3567.428      100.100     1218.113     1553.215
    3569.436      100.100     1218.363     1553.465
    3571.444      100.100     1218.863     1553.965
    3573.452      100.100     1219.113     1554.215
    3575.463      100.000     1219.613     1554.715
    3577.472      100.000     1219.863     1554.965
    3579.480       99.600     1220.363     1555.465
    3581.488      100.600     1220.613     1555.715
    3583.496       99.600     1220.863     1555.965
    3585.504      100.000     1221.363     1556.465
    3587.514       99.900     1221.613     1556.715
    3589.524      100.000     1221.863     1556.965
    3591.536       99.900     1222.363     1557.465
    3593.548      100.200     1222.613     1557.715
    3595.564       99.500     1222.863     1557.965
    3597.572      100.500     1223.113     1558.215
    3599.584       99.700     1223.363     1558.465
    3601.600       99.500     1223.863     1558.965
    3603.609      100.400     1224.113     1559.215
    3605.620       99.900     1224.363     1559.465
    3607.633      100.100     1224.863     1559.965
    3609.643      100.000     1225.113     1560.215
    3611.652      100.000     1225.363     1560.465
    3613.660       99.600     1225.863     1560.965
    3615.671      100.500     1226.113     1561.215
    3617.680      100.000     1226.613     1561.715
    3619.688      100.100     1226.863     1561.965
    3621.696       99.600     1227.363     1562.465
    3623.707      100.400     1227.613     1562.715
    3625.728       99.500     1227.863     1562.965
    3627.736      100.000     1228.113     1563.215
    3629.747       99.800     1228.363     1563.465
    3631.760       99.700     1228.613     1563.715
    3633.778       99.400     1228.863     1563.965
    3635.788       99.600     1229.113     1564.215
    3637.807       99.700     1229.363     1564.465
    3639.823       99.900     1229.613     1564.715
    3641.836       99.900     1229.863     1564.965
    3643.848      100.500     1230.113     1565.215
    3645.859       99.500     1230.363     1565.465
    3647.868      100.000     1230.613     1565.715
    3649.876      100.000     1231.113     1566.215
    3651.888       99.700     1231.363     1566.465
    3653.904      100.300     1231.613     1566.715
    3655.919      100.000     1231.863     1566.965
    3657.928      100.000     1232.113     1567.215
    3659.940       99.900     1232.613     1567.715
    3661.952       99.500     1232.863     1567.965
    3663.960      100.500     1233.113     1568.215
    3665.972       99.900     1233.363     1568.465
    3667.984      100.000     1233.863     1568.965
    3669.992       99.800     1234.113     1569.215
    3672.006       99.800     1234.363     1569.465
    3674.020       99.900     1234.613     1569.715
    3676.031       99.300     1234.863     1569.965
    3678.044       99.500     1235.113     1570.215
    3680.055       99.500     1235.363     1570.465
    3682.064       99.400     1235.863     1570.965
    3684.076       99.400     1236.113     1571.215
    3686.088      100.200     1236.363     1571.465
    3688.104       99.500     1236.613     1571.715
    3690.112      100.600     1236.863     1571.965
    3692.132      100.000     1237.113     1572.215
    3694.140      100.000     1237.363     1572.465
    3696.152       99.500     1237.863     1572.965
    3698.163      100.200     1238.113     1573.215
    3700.179      100.000     1238.363     1573.465
    3702.188      100.000     1238.863     1573.965
    3704.196       99.600     1239.113     1574.215
    3706.204      100.100     1239.363     1574.465
    3708.215      100.400     1239.613     1574.715
    3710.227       99.900     1240.113     1575.215
    3712.239       99.500     1240.363     1575.465
    3714.248      100.500     1240.613     1575.715
    3716.259       99.500     1240.863     1575.965
    3718.268       99.900     1241.363     1576.465
    3720.280       99.800     1241.613     1576.715
    3722.292      100.000     1241.863     1576.965
    3724.304      100.000     1242.113     1577.215
    3726.315      100.300     1242.363     1577.465
    3728.328       99.800     1242.363     1577.465
    3730.343       99.800     1242.863     1577.965
    3732.356      100.100     1242.863     1577.965
    3734.375      100.000     1243.113     1578.215
    3736.392       99.400     1243.363     1578.465
    3738.404      100.700     1243.613     1578.715
    3740.420       99.500     1243.863     1578.965
    3742.431      100.000     1244.363     1579.465
    3744.440       99.500     1244.613     1579.715
    3746.450      100.500     1244.863     1579.965
    3748.458       99.600     1245.113     1580.215
    3750.467      100.200     1245.613     1580.715
    3752.483      100.000     1245.863     1580.965
    3754.492      100.000     1246.363     1581.465
    3756.500      100.400     1246.613     1581.715
    3758.515       99.900     1246.863     1581.965
    3760.526      100.000     1247.113     1582.215
    3762.535      100.000     1247.613     1582.715
    3764.546       99.500     1247.863     1582.965
    3766.556      100.000     1248.113     1583.215
    3768.566      100.000     1248.613     1583.715
    3770.576      100.400     1248.863     1583.965
    3772.588       99.900     1249.113     1584.215
    3774.599       99.600     1249.363     1584.465
    3776.608      100.000     1249.863     1584.965
    3778.618      100.000     1250.113     1585.215
    3780.628       99.500     1250.363     1585.465
    3782.636      100.300     1250.863     1585.965
    3784.651       99.900     1251.113     1586.215
    3786.663       99.900     1251.363     1586.465
    3788.672      100.000     1251.613     1586.715
    3790.685       99.500     1251.863     1586.965
    3792.692      100.500     1252.363     1587.465
    3794.703      100.000     1252.363     1587.465
    3796.714      100.000     1252.863     1587.965
    3798.724      100.000     1253.113     1588.215
    3800.732      100.100     1253.363     1588.465
    3802.752       99.500     1253.613     1588.715
    3804.762      100.000     1254.113     1589.215
    3806.772      100.000     1254.363     1589.465
    3808.792      100.000     1254.363     1589.465
    3810.801      100.500     1254.863     1589.965
    3812.811       99.500     1255.113     1590.215
    3814.820      100.000     1255.363     1590.465
    3816.828       99.700     1255.863     1590.965
    3818.844      100.100     1255.863     1590.965
    3820.864       99.900     1256.113     1591.215
    3822.876      100.000     1256.363     1591.465
    3824.884      100.500     1256.613     1591.715
    3826.896       99.600     1256.863     1591.965
    3828.912       99.600     1257.113     1592.215
    3830.921      100.500     1257.363     1592.465
    3832.932      100.100     1257.613     1592.715
    3834.960       99.500     1258.113     1593.215
    3836.971       99.900     1258.363     1593.465
    3838.980      100.000     1258.613     1593.715
    3840.992       99.500     1258.863     1593.965
    3843.003       99.800     1259.113     1594.215
    3845.036      100.100     1259.363     1594.465
    3847.047       99.000     1259.613     1594.715
    3849.056      100.000     1259.863     1594.965
    3851.064      100.100     1260.363     1595.465
    3853.072       99.400     1260.613     1595.715
    3855.084      100.100     1260.863     1595.965
    3857.092      100.100     1261.363     1596.465
    3859.103       99.900     1261.613     1596.715
    3861.115      100.000     1261.863     1596.965
    3863.124      100.500     1262.363     1597.465
    3865.135       99.000     1262.613     1597.715
    3867.144       99.500     1262.863     1597.965
    3869.154      100.000     1263.113     1598.215
    3871.164      100.000     1263.613     1598.715
    3873.172      100.000     1263.863     1598.965
    3875.183       99.900     1264.113     1599.215
    3877.196      100.400     1264.613     1599.715
    3879.208       99.900     1264.863     1599.965
    3881.220       99.900     1265.363     1600.465
    3883.232       99.900     1265.613     1600.715
    3885.244       99.900     1266.113     1601.215
    3887.256      100.000     1266.363     1601.465
    3889.264      100.100     1266.863     1601.965
    3891.275       99.500     1267.113     1602.215
    3893.284      100.000     1267.363     1602.465
    3895.292       99.500     1267.613     1602.715
    3897.304       99.500     1267.863     1602.965
    3899.314       99.500     1268.113     1603.215
    3901.324      100.500     1268.613     1603.715
    3903.335       99.500     1268.863     1603.965
    3905.344      100.100     1269.113     1604.215
    3907.354       99.900     1269.363     1604.465
    3909.364      100.600     1269.863     1604.965
    3911.375       99.800     1270.113     1605.215
    3913.388      100.000     1270.363     1605.465
    3915.399       99.500     1270.863     1605.965
    3917.408      100.000     1271.113     1606.215
    3919.416      100.100     1271.363     1606.465
    3921.424      100.000     1271.863     1606.965
    3923.437      100.000     1272.113     1607.215
    3925.448       99.500     1272.363     1607.465
    3927.456      100.400     1272.863     1607.965
    3929.468       99.600     1273.113     1608.215
    3931.476       99.600     1273.363     1608.465
    3933.487       99.200     1273.613     1608.715
    3935.504       99.500     1274.113     1609.215
    3937.512       99.000     1274.363     1609.465
    3939.522       99.800     1274.613     1609.715
    3941.536      100.500     1274.863     1609.965
    3943.548       99.900     1275.113     1610.215
    3945.560      100.000     1275.363     1610.465
    3947.572       99.500     1275.863     1610.965
    3949.581      100.000     1276.113     1611.215
    3951.591      100.000     1276.363     1611.465
    3953.600      100.500     1276.613     1611.715
    3955.611      100.000     1277.113     1612.215
    3957.620       99.500     1277.363     1612.465
    3959.630       99.900     1277.613     1612.715
    3961.640      100.100     1277.863     1612.965
    3963.650      100.400     1278.363     1613.465
    3965.663       99.600     1278.363     1613.465
    3967.680       99.500     1278.613     1613.715
    3969.691       99.700     1278.863     1613.965
    3971.707       99.600     1279.113     1614.215
    3973.724       99.600     1279.363     1614.465
    3975.732      100.600     1279.863     1614.965
    3977.743      100.000     1280.113     1615.215
    3979.752       99.700     1280.363     1615.465
    3981.768      100.200     1280.613     1615.715
    3983.784       96.500     1280.863     1615.965
    3985.796       99.500     1281.113     1616.215
    3987.804      100.400     1281.363     1616.465
    3989.816       99.400     1281.863     1616.965
    3991.828      100.500     1282.113     1617.215
    3993.839      100.000     1282.363     1617.465
    3995.848      100.000     1282.863     1617.965
    3997.859       99.500     1283.113     1618.215
    3999.868      100.500     1283.363     1618.465
    4001.879      100.000     1283.863     1618.965
    4003.888      100.000     1284.113     1619.215
    4005.899      100.000     1284.363     1619.465
    4007.908      100.000     1284.863     1619.965
    4009.919      100.000     1285.113     1620.215
    4011.928       99.400     1285.363     1620.465
    4013.940      100.500     1285.863     1620.965
    4015.951      100.000     1286.113     1621.215
    4017.960      100.000     1286.363     1621.465
    4019.971       97.500     1286.613     1621.715
    4021.980      100.100     1286.863     1621.965
    4023.991       99.500     1287.363     1622.465
    4026.000      100.400     1287.613     1622.715
    4028.012       99.500     1287.863     1622.965
    4030.020      100.600     1288.363     1623.465
    4032.028      100.100     1288.613     1623.715
    4034.036      100.000     1288.863     1623.965
    4036.048       99.500     1289.363     1624.465
    4038.056      100.000     1289.613     1624.715
    4040.068      100.500     1289.863     1624.965
    4042.079      100.000     1290.363     1625.465
    4044.088       99.500     1290.613     1625.715
    4046.096      100.100     1291.113     1626.215
    4048.104      100.000     1291.363     1626.465
    4050.116      100.000     1291.613     1626.715
    4052.124      100.100     1292.113     1627.215
    4054.132      100.000     1292.363     1627.465
    4056.143      100.000     1292.863     1627.965
    4058.152      100.000     1293.113     1628.215
    4060.163      100.000     1293.363     1628.465
    4062.172      100.000     1293.863     1628.965
    4064.183      100.000     1294.113     1629.215
    4066.192      100.000     1294.363     1629.465
    4068.203       99.700     1294.863     1629.965
    4070.216      100.200     1295.113     1630.215
    4072.232       99.400     1295.363     1630.465
    4074.247      100.000     1295.613     1630.715
    4076.256       99.500     1295.863     1630.965
    4078.264      100.100     1296.363     1631.465
    4080.275      100.000     1296.613     1631.715
    4082.284      100.000     1297.113     1632.215
    4084.296      100.500     1297.363     1632.465
    4086.306       99.500     1297.613     1632.715
    4088.316      100.500     1298.113     1633.215
    4090.327      100.000     1298.363     1633.465
    4092.336      100.000     1298.613     1633.715
    4094.348      100.000     1299.113     1634.215
    4096.356       99.600     1299.363     1634.465
    4098.364      100.100     1299.863     1634.965
    4100.375      100.500     1300.113     1635.215
    4102.384       99.500     1300.363     1635.465
    4104.395      100.500     1300.863     1635.965
    4106.404       99.700     1301.113     1636.215
    4108.420       98.300     1301.363     1636.465
    4110.452       99.600     1301.363     1636.465
    4112.460       99.700     1301.613     1636.715
    4114.476       99.700     1301.863     1636.965
    4116.492      100.100     1302.113     1637.215
    4118.500      100.000     1302.613     1637.715
    4120.512      100.000     1302.863     1637.965
    4122.520      100.300     1303.113     1638.215
    4124.535       99.500     1303.613     1638.715
    4126.544       99.500     1303.863     1638.965
    4128.554      100.500     1304.113     1639.215
    4130.564      100.000     1304.363     1639.465
    4132.572       99.900     1304.863     1639.965
    4134.584      100.000     1305.113     1640.215
    4136.594      100.000     1305.613     1640.715
    4138.604       99.900     1305.863     1640.965
    4140.615       99.900     1306.113     1641.215
    4142.627      100.000     1306.363     1641.465
    4144.636      100.000     1306.863     1641.965
    4146.647      100.000     1307.113     1642.215
    4148.656      100.000     1307.363     1642.465
    4150.664       99.600     1307.863     1642.965
    4152.675      100.000     1308.113     1643.215
    4154.684      100.000     1308.363     1643.465
    4156.695      100.000     1308.863     1643.965
    4158.704       99.900     1309.113     1644.215
    4160.715       99.800     1309.363     1644.465
    4162.728       99.900     1309.613     1644.715
    4164.743      100.000     1309.863     1644.965
    4166.752      100.100     1310.113     1645.215
    4168.770      100.000     1310.113     1645.215
    4170.780       99.500     1310.613     1645.715
    4172.788      100.100     1310.863     1645.965
    4174.798      100.500     1311.113     1646.215
    4176.808       99.500     1311.613     1646.715
    4178.816       99.600     1311.863     1646.965
    4180.824      100.600     1312.363     1647.465
    4182.832      100.100     1312.613     1647.715
    4184.840       99.600     1312.863     1647.965
    4186.848      100.100     1313.363     1648.465
    4188.856      100.100     1313.613     1648.715
    4190.864      100.000     1314.113     1649.215
    4192.875       99.900     1314.363     1649.465
    4194.888      100.000     1314.863     1649.965
    4196.897      100.100     1315.113     1650.215
    4198.907      100.000     1315.363     1650.465
    4200.916       99.300     1315.613     1650.715
    4202.931      100.000     1315.863     1650.965
    4204.940      100.300     1316.113     1651.215
    4206.967       98.900     1316.113     1651.215
    4208.988       99.500     1316.113     1651.215
    4210.999      100.000     1316.613     1651.715
    4213.008      100.000     1316.863     1651.965
    4215.016      100.100     1317.113     1652.215
    4217.024      100.100     1317.363     1652.465
    4219.044       99.600     1317.613     1652.715
    4221.063       99.700     1317.863     1652.965
    4223.076      100.000     1318.113     1653.215
    4225.088      100.200     1318.363     1653.465
    4227.104      100.000     1318.613     1653.715
    4229.115       99.000     1318.613     1653.715
    4231.135      100.400     1318.863     1653.965
    4233.144      100.000     1319.113     1654.215
    4235.156       99.900     1319.363     1654.465
    4237.167       99.900     1319.613     1654.715
    4239.179       99.700     1319.863     1654.965
    4241.196       99.700     1320.113     1655.215
    4243.212       99.900     1320.363     1655.465
    4245.223       99.800     1320.613     1655.715
    4247.236       99.600     1320.613     1655.715
    4249.254      100.400     1320.863     1655.965
    4251.267       99.400     1321.113     1656.215
    4253.288       99.800     1321.113     1656.215
    4255.312      100.800     1321.363     1656.465
    4257.328       99.200     1321.613     1656.715
    4259.344      100.200     1321.863     1656.965
    4261.360      100.400     1322.113     1657.215
    4263.372       99.600     1322.113     1657.215
    4265.400      100.100     1322.363     1657.465
    4267.419      100.000     1322.363     1657.465
    4269.436       99.400     1322.613     1657.715
    4271.458      100.300     1322.613     1657.715
    4273.472       99.900     1322.863     1657.965
    4275.484      100.200     1323.113     1658.215
    4277.503       99.800     1323.363     1658.465
    4279.516       99.800     1323.613     1658.715
    4281.528       99.800     1323.863     1658.965
    4283.542      100.000     1324.113     1659.215
    4285.552      100.300     1324.363     1659.465
    4287.567      100.000     1324.613     1659.715
    4289.576       99.500     1325.113     1660.215
    4291.584      100.100     1325.363     1660.465
    4293.592      100.100     1325.863     1660.965
    4295.600      100.000     1326.113     1661.215
    4297.611       99.500     1326.363     1661.465
    4299.621      100.500     1326.863     1661.965
    4301.631       99.500     1327.113     1662.215
    4303.640      100.500     1327.613     1662.715
    4305.651       99.500     1327.863     1662.965
    4307.661      100.500     1328.363     1663.465
    4309.668       99.600     1328.613     1663.715
    4311.676      100.100     1329.113     1664.215
    4313.684      100.100     1329.363     1664.465
    4315.692       99.600     1329.613     1664.715
    4317.700      100.600     1330.113     1665.215
    4319.708       99.600     1330.363     1665.465
    4321.716      100.100     1330.863     1665.965
    4323.724       99.600     1331.113     1666.215
    4325.732      100.400     1331.613     1666.715
    4327.744      100.000     1331.863     1666.965
    4329.756       99.500     1332.113     1667.215
    4331.764      100.500     1332.363     1667.465
    4333.775       99.500     1332.863     1667.965
    4335.784      100.000     1333.113     1668.215
    4337.792      100.400     1333.363     1668.465
    4339.804       99.500     1333.613     1668.715
    4341.816      100.000     1333.863     1668.965
    4343.824      100.100     1334.113     1669.215
    4345.832      100.100     1334.613     1669.715
    4347.843      100.000     1334.863     1669.965
    4349.853      100.000     1335.363     1670.465
    4351.863       99.500     1335.613     1670.715
    4353.872      100.000     1336.113     1671.215
    4355.880      100.600     1336.363     1671.465
    4357.891       99.500     1336.613     1671.715
    4359.900      100.000     1337.113     1672.215
    4361.911       99.900     1337.363     1672.465
    4363.923      100.100     1337.613     1672.715
    4365.940       99.800     1338.113     1673.215
    4367.955       99.600     1338.363     1673.465
